,category,price,quantity,order_date,shipping_date,delivery_status,payment_method,device_type,channel,customer_segment,order_month,order_day,order_hour,shipping_month,shipping_day,shipping_hour,delivery_time
9567,Books,338.93,1,2025-04-04 14:59:58.897063,2025-04-10 14:59:58.897063,Pending,Debit Card,Tablet,Organic,VIP,4,4,14,4,10,14,6
9568,Clothing,245.11,2,2025-04-04 14:59:58.897063,2025-04-06 14:59:58.897063,Delivered,Google Pay,Mobile,Paid Search,Returning,4,4,14,4,6,14,2
9569,Beauty,248.65,4,2025-04-04 14:59:58.897063,2025-04-05 14:59:58.897063,Delivered,Credit Card,Tablet,Email,VIP,4,4,14,4,5,14,1
9570,Toys,304.45,1,2025-04-04 14:59:58.897063,2025-04-07 14:59:58.897063,Shipped,Debit Card,Desktop,Paid Search,New,4,4,14,4,7,14,3
9571,Books,90.27,5,2025-04-04 14:59:58.897063,2025-04-07 14:59:58.897063,Delivered,PayPal,Mobile,Organic,Returning,4,4,14,4,7,14,3
9572,Beauty,85.93,1,2025-04-04 14:59:58.897063,2025-04-06 14:59:58.897063,Delivered,PayPal,Desktop,Social,Returning,4,4,14,4,6,14,2
9573,Beauty,420.18,1,2025-04-04 14:59:58.897063,2025-04-07 14:59:58.897063,Delivered,Credit Card,Tablet,Social,Returning,4,4,14,4,7,14,3
9574,Home,480.73,1,2025-04-04 14:59:58.897063,2025-04-06 14:59:58.897063,Delivered,Apple Pay,Tablet,Organic,VIP,4,4,14,4,6,14,2
9575,Electronics,315.35,4,2025-04-04 14:59:58.897063,2025-04-06 14:59:58.897063,Returned,Google Pay,Desktop,Paid Search,VIP,4,4,14,4,6,14,2
9576,Toys,356.96,4,2025-04-04 14:59:58.897063,2025-04-11 14:59:58.897063,Delivered,Credit Card,Desktop,Email,Returning,4,4,14,4,11,14,7
9577,Electronics,422.74,3,2025-04-04 14:59:58.897063,2025-04-09 14:59:58.897063,Delivered,PayPal,Tablet,Email,VIP,4,4,14,4,9,14,5
9578,Beauty,242.92,1,2025-04-04 14:59:58.897063,2025-04-09 14:59:58.897063,Shipped,Credit Card,Desktop,Organic,Returning,4,4,14,4,9,14,5
9579,Clothing,494.86,3,2025-04-04 14:59:58.897063,2025-04-10 14:59:58.897063,Shipped,Apple Pay,Tablet,Paid Search,VIP,4,4,14,4,10,14,6
9580,Clothing,187.79,4,2025-04-04 14:59:58.897063,2025-04-07 14:59:58.897063,Shipped,Apple Pay,Mobile,Email,Returning,4,4,14,4,7,14,3
9581,Electronics,289.51,1,2025-04-04 14:59:58.897063,2025-04-06 14:59:58.897063,Delivered,Debit Card,Mobile,Paid Search,VIP,4,4,14,4,6,14,2
9582,Home,298.1,1,2025-04-04 14:59:58.897063,2025-04-06 14:59:58.897063,Shipped,Debit Card,Mobile,Paid Search,New,4,4,14,4,6,14,2
9583,Electronics,312.02,3,2025-04-04 14:59:58.897063,2025-04-05 14:59:58.897063,Pending,Google Pay,Mobile,Social,VIP,4,4,14,4,5,14,1
9584,Home,247.99,2,2025-04-04 14:59:58.897063,2025-04-10 14:59:58.897063,Shipped,PayPal,Desktop,Paid Search,VIP,4,4,14,4,10,14,6
9585,Books,201.99,2,2025-04-04 14:59:58.897063,2025-04-05 14:59:58.897063,Delivered,PayPal,Desktop,Email,Returning,4,4,14,4,5,14,1
9586,Electronics,177.72,1,2025-04-04 14:59:58.897063,2025-04-08 14:59:58.897063,Delivered,Debit Card,Mobile,Organic,VIP,4,4,14,4,8,14,4
9587,Home,223.71,4,2025-04-04 14:59:58.897063,2025-04-08 14:59:58.897063,Returned,Credit Card,Desktop,Email,Returning,4,4,14,4,8,14,4
9588,Books,62.71,2,2025-04-04 14:59:58.897063,2025-04-07 14:59:58.897063,Delivered,PayPal,Desktop,Social,New,4,4,14,4,7,14,3
9589,Clothing,150.0,2,2025-04-04 14:59:58.897063,2025-04-09 14:59:58.897063,Delivered,Apple Pay,Mobile,Paid Search,Returning,4,4,14,4,9,14,5
9590,Home,436.56,4,2025-04-04 14:59:58.897063,2025-04-11 14:59:58.897063,Delivered,Google Pay,Mobile,Social,Returning,4,4,14,4,11,14,7
9591,Books,436.1,3,2025-04-04 14:59:58.897063,2025-04-06 14:59:58.897063,Delivered,Debit Card,Mobile,Email,Returning,4,4,14,4,6,14,2
9592,Toys,387.38,1,2025-04-04 14:59:58.897063,2025-04-05 14:59:58.897063,Delivered,Debit Card,Desktop,Paid Search,VIP,4,4,14,4,5,14,1
9593,Toys,54.82,1,2025-04-04 14:59:58.897063,2025-04-10 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,Returning,4,4,14,4,10,14,6
9594,Toys,156.23,1,2025-04-04 14:59:58.897063,2025-04-08 14:59:58.897063,Delivered,Apple Pay,Tablet,Social,Returning,4,4,14,4,8,14,4
9595,Beauty,230.34,3,2025-04-04 14:59:58.897063,2025-04-07 14:59:58.897063,Returned,Credit Card,Desktop,Email,Returning,4,4,14,4,7,14,3
9596,Clothing,443.17,1,2025-04-05 14:59:58.897063,2025-04-08 14:59:58.897063,Delivered,PayPal,Tablet,Organic,VIP,4,5,14,4,8,14,3
9597,Home,448.04,2,2025-04-05 14:59:58.897063,2025-04-07 14:59:58.897063,Delivered,Google Pay,Tablet,Email,Returning,4,5,14,4,7,14,2
9598,Electronics,60.0,4,2025-04-05 14:59:58.897063,2025-04-10 14:59:58.897063,Delivered,Google Pay,Desktop,Organic,VIP,4,5,14,4,10,14,5
9599,Beauty,293.28,6,2025-04-05 14:59:58.897063,2025-04-08 14:59:58.897063,Pending,Debit Card,Tablet,Social,Returning,4,5,14,4,8,14,3
9600,Beauty,24.34,1,2025-04-05 14:59:58.897063,2025-04-07 14:59:58.897063,Delivered,Credit Card,Desktop,Paid Search,VIP,4,5,14,4,7,14,2
9601,Home,490.46,1,2025-04-05 14:59:58.897063,2025-04-08 14:59:58.897063,Delivered,Apple Pay,Tablet,Email,Returning,4,5,14,4,8,14,3
9602,Toys,382.28,1,2025-04-05 14:59:58.897063,2025-04-12 14:59:58.897063,Delivered,PayPal,Mobile,Social,Returning,4,5,14,4,12,14,7
9603,Books,357.23,1,2025-04-05 14:59:58.897063,2025-04-09 14:59:58.897063,Delivered,Apple Pay,Desktop,Organic,Returning,4,5,14,4,9,14,4
9604,Beauty,206.75,2,2025-04-05 14:59:58.897063,2025-04-12 14:59:58.897063,Delivered,Credit Card,Tablet,Organic,Returning,4,5,14,4,12,14,7
9605,Beauty,494.19,1,2025-04-05 14:59:58.897063,2025-04-10 14:59:58.897063,Delivered,Credit Card,Mobile,Paid Search,VIP,4,5,14,4,10,14,5
9606,Beauty,474.03,2,2025-04-05 14:59:58.897063,2025-04-12 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,VIP,4,5,14,4,12,14,7
9607,Clothing,88.59,1,2025-04-05 14:59:58.897063,2025-04-10 14:59:58.897063,Returned,Google Pay,Tablet,Paid Search,VIP,4,5,14,4,10,14,5
9608,Toys,90.97,1,2025-04-05 14:59:58.897063,2025-04-12 14:59:58.897063,Delivered,Google Pay,Desktop,Paid Search,Returning,4,5,14,4,12,14,7
9609,Books,78.79,2,2025-04-05 14:59:58.897063,2025-04-06 14:59:58.897063,Delivered,PayPal,Mobile,Paid Search,Returning,4,5,14,4,6,14,1
9610,Toys,393.23,3,2025-04-05 14:59:58.897063,2025-04-12 14:59:58.897063,Returned,Apple Pay,Mobile,Paid Search,Returning,4,5,14,4,12,14,7
9611,Clothing,267.07,2,2025-04-05 14:59:58.897063,2025-04-07 14:59:58.897063,Shipped,PayPal,Tablet,Email,VIP,4,5,14,4,7,14,2
9612,Books,158.8,4,2025-04-05 14:59:58.897063,2025-04-12 14:59:58.897063,Shipped,Debit Card,Mobile,Social,VIP,4,5,14,4,12,14,7
9613,Books,214.28,1,2025-04-05 14:59:58.897063,2025-04-10 14:59:58.897063,Delivered,Google Pay,Desktop,Organic,Returning,4,5,14,4,10,14,5
9614,Clothing,145.36,2,2025-04-05 14:59:58.897063,2025-04-07 14:59:58.897063,Delivered,PayPal,Tablet,Organic,VIP,4,5,14,4,7,14,2
9615,Home,375.29,3,2025-04-05 14:59:58.897063,2025-04-12 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,VIP,4,5,14,4,12,14,7
9616,Toys,286.62,1,2025-04-05 14:59:58.897063,2025-04-08 14:59:58.897063,Delivered,PayPal,Tablet,Social,Returning,4,5,14,4,8,14,3
9617,Beauty,27.39,1,2025-04-05 14:59:58.897063,2025-04-11 14:59:58.897063,Delivered,Apple Pay,Desktop,Social,Returning,4,5,14,4,11,14,6
9618,Clothing,488.33,3,2025-04-05 14:59:58.897063,2025-04-11 14:59:58.897063,Shipped,Debit Card,Tablet,Paid Search,Returning,4,5,14,4,11,14,6
9619,Home,120.94,1,2025-04-06 14:59:58.897063,2025-04-08 14:59:58.897063,Shipped,PayPal,Tablet,Email,Returning,4,6,14,4,8,14,2
9620,Electronics,360.25,4,2025-04-06 14:59:58.897063,2025-04-10 14:59:58.897063,Delivered,PayPal,Tablet,Email,VIP,4,6,14,4,10,14,4
9621,Electronics,169.53,5,2025-04-06 14:59:58.897063,2025-04-07 14:59:58.897063,Pending,Google Pay,Tablet,Email,Returning,4,6,14,4,7,14,1
9622,Clothing,400.59,2,2025-04-06 14:59:58.897063,2025-04-07 14:59:58.897063,Delivered,Google Pay,Tablet,Email,VIP,4,6,14,4,7,14,1
9623,Clothing,136.47,5,2025-04-06 14:59:58.897063,2025-04-08 14:59:58.897063,Delivered,Google Pay,Mobile,Organic,Returning,4,6,14,4,8,14,2
9624,Electronics,116.47,2,2025-04-06 14:59:58.897063,2025-04-13 14:59:58.897063,Delivered,Credit Card,Desktop,Email,Returning,4,6,14,4,13,14,7
9625,Books,113.91,1,2025-04-06 14:59:58.897063,2025-04-11 14:59:58.897063,Delivered,Apple Pay,Mobile,Organic,Returning,4,6,14,4,11,14,5
9626,Electronics,191.82,3,2025-04-06 14:59:58.897063,2025-04-08 14:59:58.897063,Delivered,Debit Card,Desktop,Social,New,4,6,14,4,8,14,2
9627,Clothing,179.24,1,2025-04-06 14:59:58.897063,2025-04-08 14:59:58.897063,Delivered,Credit Card,Desktop,Organic,VIP,4,6,14,4,8,14,2
9628,Beauty,225.26,3,2025-04-06 14:59:58.897063,2025-04-12 14:59:58.897063,Delivered,Credit Card,Tablet,Organic,VIP,4,6,14,4,12,14,6
9629,Home,383.91,1,2025-04-06 14:59:58.897063,2025-04-10 14:59:58.897063,Shipped,Credit Card,Tablet,Paid Search,Returning,4,6,14,4,10,14,4
9630,Home,5.46,3,2025-04-06 14:59:58.897063,2025-04-11 14:59:58.897063,Pending,Debit Card,Tablet,Paid Search,VIP,4,6,14,4,11,14,5
9631,Books,428.04,4,2025-04-06 14:59:58.897063,2025-04-09 14:59:58.897063,Delivered,Apple Pay,Desktop,Social,Returning,4,6,14,4,9,14,3
9632,Home,145.3,2,2025-04-06 14:59:58.897063,2025-04-13 14:59:58.897063,Delivered,Apple Pay,Desktop,Organic,Returning,4,6,14,4,13,14,7
9633,Home,217.91,2,2025-04-06 14:59:58.897063,2025-04-08 14:59:58.897063,Delivered,Google Pay,Tablet,Paid Search,Returning,4,6,14,4,8,14,2
9634,Clothing,53.05,1,2025-04-06 14:59:58.897063,2025-04-07 14:59:58.897063,Delivered,PayPal,Desktop,Email,VIP,4,6,14,4,7,14,1
9635,Books,332.04,1,2025-04-06 14:59:58.897063,2025-04-08 14:59:58.897063,Shipped,PayPal,Tablet,Social,Returning,4,6,14,4,8,14,2
9636,Toys,426.21,1,2025-04-06 14:59:58.897063,2025-04-08 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,VIP,4,6,14,4,8,14,2
9637,Home,431.22,1,2025-04-06 14:59:58.897063,2025-04-10 14:59:58.897063,Delivered,Credit Card,Mobile,Paid Search,Returning,4,6,14,4,10,14,4
9638,Toys,228.13,1,2025-04-06 14:59:58.897063,2025-04-07 14:59:58.897063,Delivered,PayPal,Tablet,Organic,Returning,4,6,14,4,7,14,1
9639,Clothing,22.37,1,2025-04-06 14:59:58.897063,2025-04-08 14:59:58.897063,Delivered,PayPal,Desktop,Organic,VIP,4,6,14,4,8,14,2
9640,Beauty,67.38,6,2025-04-06 14:59:58.897063,2025-04-12 14:59:58.897063,Shipped,PayPal,Tablet,Paid Search,VIP,4,6,14,4,12,14,6
9641,Beauty,73.84,2,2025-04-06 14:59:58.897063,2025-04-10 14:59:58.897063,Delivered,Google Pay,Mobile,Paid Search,Returning,4,6,14,4,10,14,4
9642,Toys,10.65,1,2025-04-06 14:59:58.897063,2025-04-08 14:59:58.897063,Delivered,Google Pay,Tablet,Organic,Returning,4,6,14,4,8,14,2
9643,Toys,481.14,2,2025-04-07 14:59:58.897063,2025-04-10 14:59:58.897063,Delivered,Credit Card,Mobile,Social,Returning,4,7,14,4,10,14,3
9644,Clothing,341.9,4,2025-04-07 14:59:58.897063,2025-04-13 14:59:58.897063,Delivered,Debit Card,Tablet,Email,Returning,4,7,14,4,13,14,6
9645,Electronics,260.99,2,2025-04-07 14:59:58.897063,2025-04-09 14:59:58.897063,Delivered,Apple Pay,Desktop,Organic,VIP,4,7,14,4,9,14,2
9646,Toys,392.59,3,2025-04-07 14:59:58.897063,2025-04-09 14:59:58.897063,Returned,Credit Card,Tablet,Email,Returning,4,7,14,4,9,14,2
9647,Toys,494.08,1,2025-04-07 14:59:58.897063,2025-04-13 14:59:58.897063,Delivered,PayPal,Tablet,Social,Returning,4,7,14,4,13,14,6
9648,Books,177.82,1,2025-04-07 14:59:58.897063,2025-04-14 14:59:58.897063,Delivered,PayPal,Tablet,Paid Search,VIP,4,7,14,4,14,14,7
9649,Home,316.22,1,2025-04-07 14:59:58.897063,2025-04-10 14:59:58.897063,Shipped,Apple Pay,Mobile,Social,Returning,4,7,14,4,10,14,3
9650,Toys,474.43,1,2025-04-07 14:59:58.897063,2025-04-12 14:59:58.897063,Delivered,Apple Pay,Desktop,Email,VIP,4,7,14,4,12,14,5
9651,Electronics,366.83,1,2025-04-07 14:59:58.897063,2025-04-09 14:59:58.897063,Shipped,Google Pay,Desktop,Paid Search,Returning,4,7,14,4,9,14,2
9652,Books,48.39,1,2025-04-07 14:59:58.897063,2025-04-13 14:59:58.897063,Delivered,Google Pay,Mobile,Paid Search,VIP,4,7,14,4,13,14,6
9653,Beauty,252.12,5,2025-04-07 14:59:58.897063,2025-04-10 14:59:58.897063,Pending,Debit Card,Desktop,Organic,New,4,7,14,4,10,14,3
9654,Books,42.7,1,2025-04-07 14:59:58.897063,2025-04-09 14:59:58.897063,Delivered,Debit Card,Mobile,Email,VIP,4,7,14,4,9,14,2
9655,Books,120.07,1,2025-04-07 14:59:58.897063,2025-04-09 14:59:58.897063,Returned,Apple Pay,Mobile,Organic,Returning,4,7,14,4,9,14,2
9656,Toys,56.12,3,2025-04-07 14:59:58.897063,2025-04-10 14:59:58.897063,Delivered,Credit Card,Desktop,Social,Returning,4,7,14,4,10,14,3
9657,Home,306.78,1,2025-04-07 14:59:58.897063,2025-04-11 14:59:58.897063,Delivered,Google Pay,Mobile,Social,VIP,4,7,14,4,11,14,4
9658,Toys,346.3,2,2025-04-07 14:59:58.897063,2025-04-09 14:59:58.897063,Delivered,Google Pay,Desktop,Email,VIP,4,7,14,4,9,14,2
9659,Home,362.52,1,2025-04-07 14:59:58.897063,2025-04-11 14:59:58.897063,Shipped,PayPal,Mobile,Email,Returning,4,7,14,4,11,14,4
9660,Clothing,312.53,4,2025-04-07 14:59:58.897063,2025-04-14 14:59:58.897063,Shipped,Google Pay,Mobile,Social,VIP,4,7,14,4,14,14,7
9661,Home,73.45,3,2025-04-07 14:59:58.897063,2025-04-12 14:59:58.897063,Delivered,PayPal,Tablet,Paid Search,VIP,4,7,14,4,12,14,5
9662,Beauty,485.21,2,2025-04-07 14:59:58.897063,2025-04-11 14:59:58.897063,Delivered,PayPal,Desktop,Paid Search,New,4,7,14,4,11,14,4
9663,Beauty,294.64,1,2025-04-07 14:59:58.897063,2025-04-09 14:59:58.897063,Delivered,PayPal,Tablet,Social,VIP,4,7,14,4,9,14,2
9664,Clothing,329.62,1,2025-04-07 14:59:58.897063,2025-04-13 14:59:58.897063,Delivered,Google Pay,Desktop,Email,Returning,4,7,14,4,13,14,6
9665,Toys,463.66,4,2025-04-07 14:59:58.897063,2025-04-13 14:59:58.897063,Delivered,Google Pay,Mobile,Paid Search,VIP,4,7,14,4,13,14,6
9666,Clothing,54.13,5,2025-04-08 14:59:58.897063,2025-04-14 14:59:58.897063,Shipped,Debit Card,Mobile,Organic,Returning,4,8,14,4,14,14,6
9667,Electronics,89.48,3,2025-04-08 14:59:58.897063,2025-04-12 14:59:58.897063,Delivered,Credit Card,Desktop,Organic,Returning,4,8,14,4,12,14,4
9668,Clothing,346.83,2,2025-04-08 14:59:58.897063,2025-04-12 14:59:58.897063,Shipped,Google Pay,Tablet,Email,VIP,4,8,14,4,12,14,4
9669,Books,179.41,1,2025-04-08 14:59:58.897063,2025-04-11 14:59:58.897063,Delivered,Apple Pay,Tablet,Paid Search,VIP,4,8,14,4,11,14,3
9670,Beauty,192.54,3,2025-04-08 14:59:58.897063,2025-04-15 14:59:58.897063,Returned,Debit Card,Tablet,Organic,VIP,4,8,14,4,15,14,7
9671,Clothing,8.71,1,2025-04-08 14:59:58.897063,2025-04-14 14:59:58.897063,Shipped,Debit Card,Mobile,Social,Returning,4,8,14,4,14,14,6
9672,Clothing,387.82,2,2025-04-08 14:59:58.897063,2025-04-13 14:59:58.897063,Returned,Google Pay,Tablet,Organic,VIP,4,8,14,4,13,14,5
9673,Electronics,367.81,3,2025-04-08 14:59:58.897063,2025-04-13 14:59:58.897063,Delivered,Credit Card,Mobile,Paid Search,Returning,4,8,14,4,13,14,5
9674,Clothing,379.08,2,2025-04-08 14:59:58.897063,2025-04-14 14:59:58.897063,Delivered,Google Pay,Tablet,Social,Returning,4,8,14,4,14,14,6
9675,Clothing,80.84,3,2025-04-08 14:59:58.897063,2025-04-15 14:59:58.897063,Returned,PayPal,Mobile,Organic,Returning,4,8,14,4,15,14,7
9676,Home,165.0,1,2025-04-08 14:59:58.897063,2025-04-14 14:59:58.897063,Delivered,Debit Card,Mobile,Paid Search,VIP,4,8,14,4,14,14,6
9677,Clothing,444.22,1,2025-04-08 14:59:58.897063,2025-04-15 14:59:58.897063,Delivered,PayPal,Tablet,Social,VIP,4,8,14,4,15,14,7
9678,Home,96.07,2,2025-04-08 14:59:58.897063,2025-04-12 14:59:58.897063,Pending,Credit Card,Tablet,Paid Search,VIP,4,8,14,4,12,14,4
9679,Clothing,431.32,2,2025-04-08 14:59:58.897063,2025-04-13 14:59:58.897063,Delivered,Credit Card,Desktop,Organic,VIP,4,8,14,4,13,14,5
9680,Books,295.81,1,2025-04-08 14:59:58.897063,2025-04-15 14:59:58.897063,Shipped,PayPal,Desktop,Social,Returning,4,8,14,4,15,14,7
9681,Electronics,344.27,1,2025-04-08 14:59:58.897063,2025-04-10 14:59:58.897063,Delivered,PayPal,Desktop,Social,Returning,4,8,14,4,10,14,2
9682,Electronics,268.29,3,2025-04-08 14:59:58.897063,2025-04-14 14:59:58.897063,Delivered,PayPal,Mobile,Organic,VIP,4,8,14,4,14,14,6
9683,Clothing,124.03,1,2025-04-08 14:59:58.897063,2025-04-14 14:59:58.897063,Delivered,PayPal,Desktop,Social,New,4,8,14,4,14,14,6
9684,Toys,496.03,4,2025-04-08 14:59:58.897063,2025-04-12 14:59:58.897063,Delivered,Apple Pay,Desktop,Email,VIP,4,8,14,4,12,14,4
9685,Beauty,387.88,1,2025-04-08 14:59:58.897063,2025-04-13 14:59:58.897063,Delivered,PayPal,Mobile,Paid Search,Returning,4,8,14,4,13,14,5
9686,Toys,80.14,3,2025-04-08 14:59:58.897063,2025-04-11 14:59:58.897063,Delivered,Credit Card,Desktop,Organic,New,4,8,14,4,11,14,3
9687,Clothing,364.31,2,2025-04-08 14:59:58.897063,2025-04-11 14:59:58.897063,Delivered,Apple Pay,Desktop,Organic,VIP,4,8,14,4,11,14,3
9688,Toys,422.14,2,2025-04-08 14:59:58.897063,2025-04-09 14:59:58.897063,Delivered,Credit Card,Tablet,Organic,Returning,4,8,14,4,9,14,1
9689,Toys,313.21,2,2025-04-08 14:59:58.897063,2025-04-15 14:59:58.897063,Delivered,Debit Card,Mobile,Paid Search,Returning,4,8,14,4,15,14,7
9690,Books,448.73,1,2025-04-08 14:59:58.897063,2025-04-12 14:59:58.897063,Delivered,Google Pay,Mobile,Organic,VIP,4,8,14,4,12,14,4
9691,Clothing,399.02,2,2025-04-08 14:59:58.897063,2025-04-13 14:59:58.897063,Shipped,PayPal,Mobile,Social,Returning,4,8,14,4,13,14,5
9692,Books,118.72,4,2025-04-08 14:59:58.897063,2025-04-11 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,Returning,4,8,14,4,11,14,3
9693,Toys,140.43,2,2025-04-08 14:59:58.897063,2025-04-12 14:59:58.897063,Delivered,PayPal,Tablet,Organic,VIP,4,8,14,4,12,14,4
9694,Home,287.85,2,2025-04-08 14:59:58.897063,2025-04-14 14:59:58.897063,Delivered,Google Pay,Desktop,Paid Search,VIP,4,8,14,4,14,14,6
9695,Beauty,293.49,2,2025-04-08 14:59:58.897063,2025-04-12 14:59:58.897063,Shipped,PayPal,Mobile,Organic,VIP,4,8,14,4,12,14,4
9696,Clothing,227.71,2,2025-04-08 14:59:58.897063,2025-04-11 14:59:58.897063,Delivered,Debit Card,Tablet,Social,Returning,4,8,14,4,11,14,3
9697,Toys,308.47,1,2025-04-08 14:59:58.897063,2025-04-10 14:59:58.897063,Delivered,PayPal,Mobile,Email,VIP,4,8,14,4,10,14,2
9698,Books,75.74,4,2025-04-08 14:59:58.897063,2025-04-11 14:59:58.897063,Shipped,Apple Pay,Tablet,Organic,Returning,4,8,14,4,11,14,3
9699,Books,486.49,2,2025-04-08 14:59:58.897063,2025-04-12 14:59:58.897063,Delivered,Credit Card,Tablet,Organic,Returning,4,8,14,4,12,14,4
9700,Beauty,415.36,1,2025-04-08 14:59:58.897063,2025-04-13 14:59:58.897063,Returned,Debit Card,Tablet,Organic,Returning,4,8,14,4,13,14,5
9701,Beauty,200.68,2,2025-04-08 14:59:58.897063,2025-04-15 14:59:58.897063,Shipped,Debit Card,Mobile,Paid Search,Returning,4,8,14,4,15,14,7
9702,Clothing,269.58,1,2025-04-08 14:59:58.897063,2025-04-15 14:59:58.897063,Delivered,PayPal,Desktop,Social,VIP,4,8,14,4,15,14,7
9703,Home,103.11,1,2025-04-09 14:59:58.897063,2025-04-13 14:59:58.897063,Delivered,Debit Card,Mobile,Email,Returning,4,9,14,4,13,14,4
9704,Electronics,215.4,1,2025-04-09 14:59:58.897063,2025-04-14 14:59:58.897063,Delivered,Google Pay,Desktop,Organic,VIP,4,9,14,4,14,14,5
9705,Home,318.05,1,2025-04-09 14:59:58.897063,2025-04-10 14:59:58.897063,Returned,PayPal,Desktop,Organic,VIP,4,9,14,4,10,14,1
9706,Electronics,346.52,1,2025-04-09 14:59:58.897063,2025-04-15 14:59:58.897063,Delivered,Apple Pay,Desktop,Paid Search,VIP,4,9,14,4,15,14,6
9707,Clothing,401.52,1,2025-04-09 14:59:58.897063,2025-04-15 14:59:58.897063,Pending,PayPal,Tablet,Social,Returning,4,9,14,4,15,14,6
9708,Beauty,53.7,1,2025-04-09 14:59:58.897063,2025-04-16 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,Returning,4,9,14,4,16,14,7
9709,Clothing,171.29,6,2025-04-09 14:59:58.897063,2025-04-14 14:59:58.897063,Delivered,Google Pay,Tablet,Paid Search,VIP,4,9,14,4,14,14,5
9710,Home,75.94,1,2025-04-09 14:59:58.897063,2025-04-12 14:59:58.897063,Delivered,Credit Card,Tablet,Organic,VIP,4,9,14,4,12,14,3
9711,Toys,99.07,1,2025-04-09 14:59:58.897063,2025-04-14 14:59:58.897063,Delivered,Google Pay,Mobile,Organic,VIP,4,9,14,4,14,14,5
9712,Books,78.37,1,2025-04-09 14:59:58.897063,2025-04-15 14:59:58.897063,Delivered,PayPal,Tablet,Paid Search,VIP,4,9,14,4,15,14,6
9713,Home,80.63,2,2025-04-09 14:59:58.897063,2025-04-12 14:59:58.897063,Delivered,Debit Card,Tablet,Social,VIP,4,9,14,4,12,14,3
9714,Clothing,39.96,3,2025-04-09 14:59:58.897063,2025-04-16 14:59:58.897063,Delivered,PayPal,Tablet,Email,Returning,4,9,14,4,16,14,7
9715,Toys,243.82,4,2025-04-09 14:59:58.897063,2025-04-16 14:59:58.897063,Shipped,Credit Card,Tablet,Organic,Returning,4,9,14,4,16,14,7
9716,Electronics,473.79,4,2025-04-09 14:59:58.897063,2025-04-16 14:59:58.897063,Returned,Debit Card,Mobile,Organic,VIP,4,9,14,4,16,14,7
9717,Toys,371.45,2,2025-04-09 14:59:58.897063,2025-04-11 14:59:58.897063,Delivered,Google Pay,Tablet,Social,VIP,4,9,14,4,11,14,2
9718,Electronics,81.0,1,2025-04-09 14:59:58.897063,2025-04-16 14:59:58.897063,Shipped,Debit Card,Tablet,Social,Returning,4,9,14,4,16,14,7
9719,Clothing,247.32,2,2025-04-09 14:59:58.897063,2025-04-15 14:59:58.897063,Returned,Apple Pay,Mobile,Paid Search,Returning,4,9,14,4,15,14,6
9720,Toys,460.58,3,2025-04-09 14:59:58.897063,2025-04-15 14:59:58.897063,Shipped,Debit Card,Desktop,Email,VIP,4,9,14,4,15,14,6
9721,Home,287.47,1,2025-04-09 14:59:58.897063,2025-04-10 14:59:58.897063,Pending,Debit Card,Mobile,Paid Search,VIP,4,9,14,4,10,14,1
9722,Electronics,461.89,1,2025-04-09 14:59:58.897063,2025-04-14 14:59:58.897063,Delivered,Debit Card,Desktop,Social,Returning,4,9,14,4,14,14,5
9723,Toys,98.64,3,2025-04-09 14:59:58.897063,2025-04-16 14:59:58.897063,Delivered,Credit Card,Desktop,Email,VIP,4,9,14,4,16,14,7
9724,Books,154.31,1,2025-04-09 14:59:58.897063,2025-04-15 14:59:58.897063,Pending,PayPal,Tablet,Email,VIP,4,9,14,4,15,14,6
9725,Home,78.94,4,2025-04-09 14:59:58.897063,2025-04-15 14:59:58.897063,Delivered,Apple Pay,Mobile,Email,VIP,4,9,14,4,15,14,6
9726,Electronics,309.85,2,2025-04-09 14:59:58.897063,2025-04-16 14:59:58.897063,Delivered,Google Pay,Tablet,Paid Search,New,4,9,14,4,16,14,7
9727,Electronics,67.94,3,2025-04-09 14:59:58.897063,2025-04-10 14:59:58.897063,Pending,Apple Pay,Desktop,Email,Returning,4,9,14,4,10,14,1
9728,Electronics,200.42,3,2025-04-09 14:59:58.897063,2025-04-11 14:59:58.897063,Delivered,Credit Card,Desktop,Organic,Returning,4,9,14,4,11,14,2
9729,Books,207.58,6,2025-04-09 14:59:58.897063,2025-04-10 14:59:58.897063,Delivered,Google Pay,Tablet,Social,VIP,4,9,14,4,10,14,1
9730,Home,232.02,1,2025-04-09 14:59:58.897063,2025-04-15 14:59:58.897063,Delivered,Google Pay,Tablet,Email,VIP,4,9,14,4,15,14,6
9731,Electronics,80.14,3,2025-04-09 14:59:58.897063,2025-04-13 14:59:58.897063,Delivered,PayPal,Tablet,Email,VIP,4,9,14,4,13,14,4
9732,Clothing,272.15,1,2025-04-09 14:59:58.897063,2025-04-14 14:59:58.897063,Shipped,Debit Card,Tablet,Paid Search,VIP,4,9,14,4,14,14,5
9733,Toys,252.41,3,2025-04-10 14:59:58.897063,2025-04-15 14:59:58.897063,Delivered,Google Pay,Tablet,Organic,VIP,4,10,14,4,15,14,5
